pid,mji_cat,fav,label,primary_subject,secondary_subjects,link,link_2,desription,online_access,primary_lang,last_check,physical_loc,order,layout,collection,thumbnail,full
mji46,jazz,,Louis Armstrong House Museum,Jazz,Louis Armstrong,https://collections.louisarmstronghouse.org/,,"The Louis Armstrong House Museum is dedicated to sustaining Louis Armstrong’s legacy through preservations of his home and grounds, collection of archival materials, and creating educational programs for the public. The digital archive features photos, audio recordings, scrapbooks, awards, letters, and more provided by Louis Armstrong’s friends, family, and collaborators. The Louis Armstrong House is currently still in the process of digitizing their collections.","Catalogue, Purchase",EN,"October, 2023","New York City, NY",045,mji_item,music_history,/img/derivatives/simple/mji46/thumbnail.jpg,/img/derivatives/simple/mji46/fullwidth.jpg
mji47,lgbtqia,,Queer Music Heritage & Houston LGBT History,LGBTQIA+,"Houston, Radio",http://www.queermusicheritage.com,https://www.houstonlgbthistory.org/index-pubs.html,"For 15 years, Queer Music Heritage ran as a radio show and accompanying website by JD Doyle. After the end of the radio show in 2015, the website has lived on as a history of LGBT music. Main sections of the website, beyond the full archive of radio shows, concern gay musicals, drag artist directory and memorabilia, women’s music, camp songs, Stonewall songs, gay ephemera, and more. Doyle is also behind Houston LGBT History, a website that began as a section of Queer Music Heritage that has grown outside music into other aspects of LGBT focused politics and culture in Houston, Texas. Houston LGBT History also features a huge number of national and regional publications regarding LGBT culture, like This Week in Texas and a chronological directory of early national gay publications, reaching back over 50 years. All of these publications can be downloaded from the website.",Full,EN,"October, 2023",,046,mji_item,music_history,/img/derivatives/simple/mji47/thumbnail.jpg,/img/derivatives/simple/mji47/fullwidth.jpg
mji48,lgbtqia,,Hot Wire,LGBTQIA+,"Lesbian Culture, Music Publications, Chicago",http://www.hotwirejournal.com/,,"Hot Wire was a Chicago based magazine published from 1984 to 1994. Though always women and feminism focused, Hot Wire was mainly dedicated to lesbian culture at a time when the word was greatly maligned. The magazine captured a wide range of lesbian culture through interviews, festival and album reviews, and recurring columns and comics from people who would grow into important figures in feminist culture like Alison Bechdel. Alongside a full PDF archive of all 30 issues of Hot Wire, the website also features directories of links to women’s music and other women’s culture archives. Hot Wire has also published special newsletters of updates on what “longtime friends” of the publication have been doing since it ceased operation.",Full,EN,"October, 2023",,047,mji_item,music_history,/img/derivatives/simple/mji48/thumbnail.jpg,/img/derivatives/simple/mji48/fullwidth.jpg
mji49,lgbtqia,,The LGBTQ Study Group of The American Musicological Society,LGBTQIA+,Musicology,https://ams-lgbtq.squarespace.com/newsletters-archive,,"The Newsletter for the LGBTQ Study Group of the American Musicological Society was published semi-annually, in fall and spring, from 1991 until 2007. As with the LGBTQ Study Group generally, the objectives of the Newsletter included promoting communication among lesbian and gay music scholars, increasing awareness of issues in sexuality and music in the academic community, and establishing a forum for the presentation of lesbian and gay music studies. The archive contains PDF versions of all newsletters between 1991 and 2007.",Full,EN,"October, 2023",,048,mji_item,music_history,/img/derivatives/simple/mji49/thumbnail.jpg,/img/derivatives/simple/mji49/fullwidth.jpg
mji50,lgbtqia,,Outweek Magazine,LGBTQIA+,"Queer Culture, Music Publications, New York City",http://www.outweek.net/archive.html,,"OutWeek Magazine was a weekly magazine dedicated to queer news coverage based in New York City. While the magazine only ran for two years, from 1989 to 1991, OutWeek is remembered for covering the AIDS crisis as well as their controversial “Gossip Watch” column. Music coverage in OutWeek covered news, reviews, features, and extensive coverage of queer nightlife on a week-to-week basis.
The archive spans all 105 issues of the magazine.",Full,EN,"October, 2023",,049,mji_item,music_history,/img/derivatives/simple/mji50/thumbnail.jpg,/img/derivatives/simple/mji50/fullwidth.jpg
mji51,place_spec,Y,Gladys Palmera Colección,Latin American Music,Cuba,https://gladyspalmera.com/coleccion,,"Online version of Gladys Palmera’s personal collection, the largest private archive of Latin American music in the world, including detailed vinyl catalogues, books, personal diaries, photographs, and posters. Currently includes around 5,000 items from the full collection of 50,000. Also includes playlists and an online radio station.",Full,ES,"October, 2023","Madrid, Spain",050,mji_item,music_history,/img/derivatives/simple/mji51/thumbnail.jpg,/img/derivatives/simple/mji51/fullwidth.jpg
mji52,music_pub,,The Boston Phoenix 1973-2013,Music Publications,Boston,https://archive.org/details/pub_boston-phoenix,https://repository.library.northeastern.edu/collections/neu:cj82m7888,"The Boston Phoenix was an alt-weekly newspaper that was published from 1972 to 2013 that heavily featured arts and culture coverage of Boston alongside politics and other local news items. Hosted by the Internet Archive, the collection contains digitized versions of microfilm and made publicly available by the collection owners, Northeastern University.",Full,EN,"October, 2023",,051,mji_item,music_history,/img/derivatives/simple/mji52/thumbnail.jpg,/img/derivatives/simple/mji52/fullwidth.jpg
mji53,place_spec,,Brooklyn Historical Society Oral History Collections,Brooklyn,,https://oralhistory.brooklynhistory.org/,https://oralhistory.brooklynhistory.org/collections/voices-of-brooklyn-oral-histories-arts-and-entertainment/,"Brooklyn Historical Society (BHS) is one of the few cultural institutions in Brooklyn that maintains an oral history program.  Begun in 1973, BHS’s oral history collections now include over 1,200 interviews. The collections provide a wealth of historical evidence about the lives of twentieth-century and twenty-first-century Brooklyn residents, and reveal how diverse individuals and communities have sought to preserve vital social, political, religious, and cultural traditions as Brooklynites, New Yorkers, and Americans. The collections contain interviews conducted in English, Spanish, Cantonese, and Mandarin, with narrators born as early as 1880.",Full,EN,"October, 2023",,052,mji_item,music_history,/img/derivatives/simple/mji53/thumbnail.jpg,/img/derivatives/simple/mji53/fullwidth.jpg
mji54,place_spec,,Colorado Music Experience,Colorado,,https://colomusic.org/,,"The Colorado Music Experience, a non-profit organization established to preserve the legacy of Colorado music, serves as a repository for informational and archival resources and presents them in intriguing, engaging and entertaining ways. Includes videos, photos, profiles, and a podcast.",Full,EN,"October, 2023",,053,mji_item,music_history,/img/derivatives/simple/mji54/thumbnail.jpg,/img/derivatives/simple/mji54/fullwidth.jpg
mji55,place_spec,,Detroit Sound Conservancy,Detroit,"Jazz, Electronic Music",http://detroitsound.org/,,"The Detroit Sound Conservancy is a nonprofit community-based music archive documenting Detroit’s collective history through preservation, education, performance, and placekeeping. Its arts and culture programming emerge from its commitment to careful archival practice and creative placekeeping. These programs include the Club Heaven Sound System, Detroit Sound Hall of Fame, and the Historic Blue Bird Inn Stage. The collection includes the Graystone International Jazz Museum and Hall of Fame as well as thousands of additional artifacts, recordings, manuscripts, and oral histories.",Full,EN,"October, 2023",,054,mji_item,music_history,/img/derivatives/simple/mji55/thumbnail.jpg,/img/derivatives/simple/mji55/fullwidth.jpg
mji56,place_spec,,German Music Archive,Germany,Recorded Music,https://www.dnb.de/EN/Ueber-uns/DMA/dma_node.html,,"The German Music Archive of the German National Library collects and archives music in order to preserve it for posterity and make it available to the public. The collection is based on the sheet music and sound recordings which all German music publishers and labels are obliged to deposit by law. Its holdings currently encompass more than two million works. These also include historic sound carriers such as shellac records, phonograph cylinders and piano rolls for self-playing reproducing pianos.",Catalogue only,EN,"October, 2023","Leipzig/Frankfurt, Germany",055,mji_item,music_history,/img/derivatives/simple/mji56/thumbnail.jpg,/img/derivatives/simple/mji56/fullwidth.jpg
mji57,place_spec,Y,Manchester Digital Music Archive,Manchester,,https://www.mdmarchive.co.uk/,,"Manchester Digital Music Archive is an online community archive established in 2003 to celebrate Greater Manchester music and its social history. Its crowd-sourced archive and website is a place for people all over the world to share Manchester music ephemera and memories, be they fans, musicians or involved with the music industry itself. The project believes that through crowd-sourcing artefacts they can democratise heritage and provide a platform for multiple versions of history to be shared. There is no hierarchy of 'merit' within the archive. The general public decides what is important and what is 'heritage'.",Full,EN,"October, 2023",,056,mji_item,music_history,/img/derivatives/simple/mji57/thumbnail.jpg,/img/derivatives/simple/mji57/fullwidth.jpg
